shipment_id,supplier,origin,destination,transport_mode,distance_km,shipping_cost,weather_condition,traffic_level,order_priority,expected_delivery_days,actual_delivery_days,delayed
SHP-003699,Supplier_T,Philadelphia,Nashville,Road,3094,7913.09,Storm,Moderate,High,6,12,1
SHP-003700,Supplier_M,Phoenix,Las Vegas,Sea,659,2992.74,Rain,Moderate,Critical,10,9,0
SHP-003701,Supplier_Z,Phoenix,Denver,Road,3064,4981.76,Clear,Low,Critical,10,9,0
SHP-003702,Supplier_K,Philadelphia,Atlanta,Sea,1371,4240.13,Clear,Severe,Low,11,9,0
SHP-003703,Supplier_O,Los Angeles,Portland,Air,1913,4134.7,Storm,Moderate,Critical,11,9,0
SHP-003704,Supplier_K,Dallas,Atlanta,Air,3015,2351.92,Rain,High,Critical,11,11,0
SHP-003705,Supplier_N,San Jose,Orlando,Rail,709,1406.89,Clear,Moderate,High,13,12,0
SHP-003706,Supplier_U,Philadelphia,Detroit,Rail,2561,2007.05,Clear,Moderate,Low,2,7,1
SHP-003707,Supplier_T,Chicago,Detroit,Road,4220,600.56,Clear,Severe,Critical,3,2,0
SHP-003708,Supplier_E,New York,Seattle,Rail,383,2021.4,Fog,Low,Low,10,10,0
SHP-003709,Supplier_J,Chicago,Detroit,Road,3028,141.55,Rain,Low,Medium,5,9,1
SHP-003710,Supplier_K,Dallas,Nashville,Road,4496,6291.22,Clear,Low,High,14,14,0
SHP-003711,Supplier_T,Phoenix,Miami,Air,1191,3197.94,Rain,High,Medium,13,13,0
SHP-003712,Supplier_W,Philadelphia,Seattle,Sea,916,9732.79,Snow,Low,Low,3,1,0
SHP-003713,Supplier_G,San Diego,Seattle,Air,182,1977.48,Clear,Low,High,5,3,0
SHP-003714,Supplier_P,San Antonio,Atlanta,Road,2020,3490.99,Clear,Low,Low,5,4,0
SHP-003715,Supplier_K,Philadelphia,Orlando,Sea,3591,3610.52,Rain,Moderate,Low,8,8,0
SHP-003716,Supplier_F,Chicago,Miami,Sea,3244,134.09,Rain,Moderate,Critical,10,10,0
SHP-003717,Supplier_M,Los Angeles,Seattle,Road,2193,8400.12,Snow,Low,High,9,7,0
SHP-003718,Supplier_K,Houston,Nashville,Road,4813,368.34,Storm,Severe,Medium,8,13,1
SHP-003719,Supplier_J,Chicago,Las Vegas,Sea,275,9404.79,Clear,Severe,Critical,12,12,0
SHP-003720,Supplier_X,Dallas,Orlando,Rail,2804,8926.14,Clear,Low,Low,3,4,1
SHP-003721,Supplier_W,Houston,Miami,Air,469,5378.44,Fog,High,Low,1,1,0
SHP-003722,Supplier_U,Houston,Miami,Road,1918,5458.78,Clear,Moderate,Critical,14,14,0
SHP-003723,Supplier_P,Dallas,Seattle,Air,2201,6555.09,Rain,Low,Low,3,2,0
SHP-003724,Supplier_S,San Jose,Miami,Road,4885,3901.15,Rain,Low,Medium,1,1,0
SHP-003725,Supplier_Z,Dallas,Atlanta,Air,3590,6489.86,Rain,Moderate,Medium,13,13,0
SHP-003726,Supplier_H,Dallas,Miami,Road,1879,495.45,Clear,Moderate,High,11,10,0
SHP-003727,Supplier_K,Dallas,Denver,Sea,1464,587.77,Snow,Low,Low,9,15,1
SHP-003728,Supplier_M,Los Angeles,Portland,Sea,4562,4599.44,Storm,High,High,12,19,1
SHP-003729,Supplier_I,San Antonio,Denver,Sea,3442,5518.74,Rain,Moderate,Medium,13,12,0
SHP-003730,Supplier_Z,San Diego,Boston,Sea,4839,8883.79,Clear,Moderate,High,3,3,0
SHP-003731,Supplier_M,Los Angeles,Miami,Road,3776,1091.37,Clear,Low,Medium,14,20,1
SHP-003732,Supplier_L,Los Angeles,Detroit,Sea,2526,8235.35,Clear,Moderate,Low,8,8,0
SHP-003733,Supplier_D,Chicago,Detroit,Road,172,2139.97,Clear,Low,Medium,6,5,0
SHP-003734,Supplier_S,New York,Orlando,Road,3062,3971.13,Clear,Moderate,Medium,3,1,0
SHP-003735,Supplier_G,San Diego,Seattle,Air,959,3200.19,Fog,High,High,9,9,0
SHP-003736,Supplier_S,Philadelphia,Boston,Rail,3956,4031.54,Snow,High,High,8,7,0
SHP-003737,Supplier_R,Phoenix,Denver,Sea,4238,1547.43,Rain,Low,Low,3,2,0
SHP-003738,Supplier_F,Philadelphia,Orlando,Sea,2524,5060.52,Rain,Moderate,Medium,7,7,0
SHP-003739,Supplier_V,Chicago,Nashville,Air,1164,8026.34,Clear,Severe,Low,5,3,0
SHP-003740,Supplier_Y,San Diego,Portland,Air,2317,4443.26,Fog,Moderate,Low,2,1,0
SHP-003741,Supplier_R,San Jose,Atlanta,Air,4117,4931.61,Clear,Low,High,14,13,0
SHP-003742,Supplier_A,Dallas,Atlanta,Rail,2359,8495.24,Clear,Moderate,Low,8,6,0
SHP-003743,Supplier_X,Philadelphia,Atlanta,Rail,3851,7075.28,Clear,Low,Critical,1,1,0
SHP-003744,Supplier_O,Chicago,Boston,Air,2186,4930.02,Storm,High,Low,4,11,1
SHP-003745,Supplier_W,Phoenix,Las Vegas,Air,468,2614.07,Storm,Moderate,Low,11,9,0
SHP-003746,Supplier_G,New York,Seattle,Sea,2904,8855.02,Clear,Low,High,13,12,0
SHP-003747,Supplier_O,Los Angeles,Portland,Sea,250,5791.35,Storm,Low,Medium,11,10,0
SHP-003748,Supplier_Z,Houston,Detroit,Air,1234,2250.42,Clear,Low,Low,12,12,0
SHP-003749,Supplier_J,Chicago,Seattle,Sea,2884,2727.74,Clear,Severe,Medium,13,12,0
SHP-003750,Supplier_W,Chicago,Portland,Rail,4264,8041.17,Storm,Low,Low,4,10,1
SHP-003751,Supplier_C,Houston,Boston,Sea,2446,489.25,Storm,Moderate,High,13,13,0
SHP-003752,Supplier_Z,Phoenix,Detroit,Sea,4997,9921.32,Rain,Severe,Low,10,12,1
SHP-003753,Supplier_Z,Chicago,Las Vegas,Rail,2350,1347.0,Rain,Low,Critical,14,12,0
SHP-003754,Supplier_N,Houston,Boston,Road,160,7970.88,Storm,Moderate,Critical,5,6,1
SHP-003755,Supplier_V,Chicago,Seattle,Sea,3110,3978.01,Snow,Moderate,High,4,4,0
SHP-003756,Supplier_P,Los Angeles,Las Vegas,Air,4001,4947.55,Storm,Moderate,Critical,1,2,1
SHP-003757,Supplier_E,San Antonio,Boston,Rail,1437,8812.47,Rain,Low,High,14,20,1
SHP-003758,Supplier_U,Los Angeles,Detroit,Air,1284,4158.47,Fog,Low,Critical,7,14,1
SHP-003759,Supplier_J,Los Angeles,Las Vegas,Air,4526,5398.06,Fog,Moderate,Medium,10,8,0
SHP-003760,Supplier_H,New York,Las Vegas,Air,1651,540.53,Clear,Severe,Medium,11,11,0
SHP-003761,Supplier_I,San Diego,Atlanta,Rail,4533,73.36,Storm,Low,High,2,5,1
SHP-003762,Supplier_V,San Antonio,Miami,Road,1729,2485.76,Clear,Low,Medium,10,9,0
SHP-003763,Supplier_E,New York,Detroit,Rail,1427,6821.8,Clear,Low,High,3,1,0
SHP-003764,Supplier_W,Houston,Nashville,Air,1626,1256.59,Rain,High,Low,5,10,1
SHP-003765,Supplier_N,Los Angeles,Orlando,Rail,1773,1181.93,Clear,Low,Low,8,7,0
SHP-003766,Supplier_Z,New York,Portland,Rail,1461,4139.06,Rain,High,Low,10,8,0
SHP-003767,Supplier_M,Dallas,Boston,Air,1673,6495.98,Storm,Low,High,8,6,0
SHP-003768,Supplier_C,San Jose,Atlanta,Air,2786,7135.12,Clear,Severe,Low,14,15,1
SHP-003769,Supplier_O,New York,Seattle,Sea,4470,1825.58,Clear,Moderate,Low,2,2,0
SHP-003770,Supplier_T,San Diego,Denver,Sea,2466,841.9,Fog,Moderate,High,9,15,1
SHP-003771,Supplier_P,Los Angeles,Las Vegas,Air,3857,9406.95,Clear,Low,Critical,6,6,0
SHP-003772,Supplier_S,Phoenix,Seattle,Air,2534,2643.63,Clear,High,Critical,9,9,0
SHP-003773,Supplier_M,New York,Boston,Air,2093,8540.8,Clear,Low,High,14,13,0
SHP-003774,Supplier_R,Los Angeles,Las Vegas,Road,969,8641.74,Rain,Low,Medium,4,3,0
SHP-003775,Supplier_Q,Phoenix,Seattle,Rail,1114,7736.6,Rain,Low,Critical,3,1,0
SHP-003776,Supplier_W,New York,Atlanta,Air,2011,1729.89,Storm,High,Critical,14,20,1
SHP-003777,Supplier_N,Los Angeles,Detroit,Sea,702,8226.92,Clear,High,Low,14,12,0
SHP-003778,Supplier_R,Los Angeles,Denver,Air,3921,7704.04,Storm,Moderate,High,5,4,0
SHP-003779,Supplier_B,San Jose,Miami,Sea,790,5987.39,Rain,Moderate,Critical,5,5,0
SHP-003780,Supplier_Z,Houston,Seattle,Rail,593,3405.16,Clear,Low,Medium,4,4,0
SHP-003781,Supplier_L,San Jose,Portland,Road,589,2661.96,Rain,High,High,13,16,1
SHP-003782,Supplier_W,Houston,Portland,Rail,2656,1262.8,Snow,High,High,7,12,1
SHP-003783,Supplier_Z,Chicago,Atlanta,Rail,4585,5122.08,Rain,Moderate,Low,8,14,1
SHP-003784,Supplier_R,Philadelphia,Miami,Road,394,5873.35,Clear,Moderate,Medium,5,4,0
SHP-003785,Supplier_T,New York,Portland,Road,4127,3625.42,Clear,Severe,Low,9,9,0
SHP-003786,Supplier_U,Los Angeles,Miami,Air,2943,4779.82,Clear,High,Critical,7,6,0
SHP-003787,Supplier_C,Chicago,Boston,Rail,3012,3666.97,Clear,Moderate,Critical,13,12,0
SHP-003788,Supplier_D,Phoenix,Boston,Air,1817,6428.01,Rain,Low,High,13,11,0
SHP-003789,Supplier_Y,San Jose,Orlando,Sea,2696,9017.53,Clear,Moderate,Low,7,5,0
SHP-003790,Supplier_H,Philadelphia,Nashville,Rail,4844,1681.01,Snow,Moderate,Medium,8,9,1
SHP-003791,Supplier_V,Philadelphia,Boston,Road,1973,3845.02,Clear,Low,Medium,12,10,0
SHP-003792,Supplier_V,Chicago,Atlanta,Road,4763,1451.64,Clear,Low,High,4,4,0
SHP-003793,Supplier_L,Dallas,Miami,Sea,3358,6268.19,Rain,Moderate,Critical,10,12,1
SHP-003794,Supplier_F,San Jose,Boston,Air,2917,7302.26,Clear,Moderate,Low,13,11,0
SHP-003795,Supplier_U,Houston,Orlando,Air,544,9322.53,Storm,Moderate,High,13,12,0
SHP-003796,Supplier_T,Dallas,Nashville,Road,3741,2824.78,Clear,Low,High,6,6,0
SHP-003797,Supplier_B,San Jose,Portland,Air,4558,9504.6,Clear,High,High,5,5,0
SHP-003798,Supplier_S,Los Angeles,Miami,Air,841,679.46,Storm,Moderate,Medium,1,1,0
SHP-003799,Supplier_U,Los Angeles,Nashville,Road,2141,6049.99,Rain,Low,Critical,14,14,0
SHP-003800,Supplier_V,San Jose,Nashville,Air,779,618.47,Clear,Low,Low,13,12,0
SHP-003801,Supplier_U,New York,Portland,Road,2567,8943.05,Clear,High,Critical,9,7,0
SHP-003802,Supplier_M,Dallas,Miami,Sea,3797,5321.6,Snow,High,Medium,2,7,1
SHP-003803,Supplier_Y,Houston,Seattle,Sea,1458,6710.02,Fog,Low,Medium,6,4,0
SHP-003804,Supplier_K,Houston,Seattle,Rail,162,8324.16,Storm,Severe,Critical,8,14,1
SHP-003805,Supplier_Z,Phoenix,Nashville,Rail,2659,1545.59,Clear,Low,Low,3,3,0
SHP-003806,Supplier_N,Chicago,Denver,Road,3869,433.99,Fog,Severe,Medium,5,9,1
SHP-003807,Supplier_D,Dallas,Nashville,Air,4451,8794.87,Clear,Low,High,14,14,0
SHP-003808,Supplier_A,New York,Las Vegas,Sea,234,3183.59,Clear,Low,High,7,7,0
SHP-003809,Supplier_D,Los Angeles,Miami,Rail,3744,1333.34,Storm,Moderate,Critical,4,9,1
SHP-003810,Supplier_I,Houston,Boston,Sea,2235,4711.19,Clear,Low,High,14,12,0
SHP-003811,Supplier_H,Dallas,Miami,Sea,3378,6003.15,Clear,Moderate,High,12,12,0
SHP-003812,Supplier_Q,San Diego,Las Vegas,Sea,922,358.16,Clear,High,Critical,5,4,0
SHP-003813,Supplier_X,Philadelphia,Detroit,Sea,3174,2785.21,Clear,High,Critical,1,6,1
SHP-003814,Supplier_Q,San Jose,Miami,Sea,3081,376.36,Snow,Moderate,Critical,4,10,1
SHP-003815,Supplier_R,Chicago,Orlando,Air,220,4232.34,Rain,Moderate,Medium,14,13,0
SHP-003816,Supplier_S,San Diego,Detroit,Sea,1737,8956.25,Clear,Low,Low,14,14,0
SHP-003817,Supplier_W,Los Angeles,Boston,Rail,1024,9827.39,Rain,Low,High,7,5,0
SHP-003818,Supplier_S,Chicago,Orlando,Road,744,6388.62,Fog,Moderate,Low,12,10,0
SHP-003819,Supplier_H,Philadelphia,Seattle,Road,2132,1658.3,Storm,Low,Critical,10,17,1
SHP-003820,Supplier_O,San Antonio,Miami,Road,2861,9063.2,Clear,High,Low,7,6,0
SHP-003821,Supplier_L,San Antonio,Detroit,Rail,2168,5186.67,Fog,Moderate,Low,10,10,0
SHP-003822,Supplier_M,Houston,Orlando,Air,341,1579.81,Snow,Low,Critical,10,9,0
SHP-003823,Supplier_O,Dallas,Nashville,Air,2768,9221.18,Clear,Moderate,Medium,4,2,0
SHP-003824,Supplier_Y,Houston,Nashville,Road,902,7586.82,Clear,Low,Low,12,11,0
SHP-003825,Supplier_V,San Antonio,Miami,Air,4264,7330.47,Clear,Moderate,Critical,6,4,0
SHP-003826,Supplier_S,Los Angeles,Atlanta,Road,295,7106.35,Snow,High,Low,13,20,1
SHP-003827,Supplier_W,Philadelphia,Las Vegas,Sea,2287,2043.38,Clear,Moderate,High,5,3,0
SHP-003828,Supplier_Q,Los Angeles,Nashville,Rail,3615,2149.52,Rain,Low,Critical,1,1,0
SHP-003829,Supplier_E,San Diego,Boston,Air,2430,6898.52,Clear,High,High,8,8,0
SHP-003830,Supplier_L,Los Angeles,Las Vegas,Road,2459,2236.24,Fog,Low,Critical,12,19,1
SHP-003831,Supplier_A,Dallas,Portland,Air,4941,4414.78,Clear,High,Medium,7,7,0
SHP-003832,Supplier_P,Chicago,Nashville,Road,3706,7830.92,Fog,Moderate,Critical,5,8,1
SHP-003833,Supplier_D,San Diego,Orlando,Sea,376,7850.33,Fog,Moderate,Low,13,19,1
SHP-003834,Supplier_J,Philadelphia,Orlando,Rail,160,4559.95,Clear,High,Medium,10,9,0
SHP-003835,Supplier_N,Phoenix,Las Vegas,Rail,3490,7932.29,Clear,High,Low,10,14,1
SHP-003836,Supplier_C,Dallas,Boston,Rail,2013,8394.29,Clear,Low,Critical,7,10,1
SHP-003837,Supplier_D,New York,Denver,Rail,4027,6565.02,Fog,Low,High,10,9,0
SHP-003838,Supplier_X,Los Angeles,Nashville,Air,2691,2322.84,Rain,High,High,3,1,0
SHP-003839,Supplier_E,Philadelphia,Portland,Air,666,2776.42,Clear,Low,Medium,8,8,0
SHP-003840,Supplier_L,San Diego,Seattle,Air,4035,3182.67,Clear,Moderate,Low,5,4,0
SHP-003841,Supplier_J,Los Angeles,Denver,Sea,1671,1212.2,Clear,High,Medium,2,2,0
SHP-003842,Supplier_K,San Antonio,Miami,Rail,4817,2767.94,Fog,Moderate,Critical,2,1,0
SHP-003843,Supplier_O,Phoenix,Boston,Air,1300,2134.72,Rain,High,High,4,4,0
SHP-003844,Supplier_Z,San Diego,Boston,Air,4509,4580.52,Storm,High,Low,7,10,1
SHP-003845,Supplier_G,San Jose,Atlanta,Sea,2954,9088.95,Clear,Moderate,High,14,12,0
SHP-003846,Supplier_Q,Phoenix,Seattle,Air,2995,1089.58,Clear,High,High,10,16,1
SHP-003847,Supplier_P,San Diego,Las Vegas,Sea,1336,7216.67,Fog,Moderate,Critical,4,3,0
SHP-003848,Supplier_L,Houston,Boston,Road,236,6888.47,Clear,Moderate,Medium,9,8,0
SHP-003849,Supplier_P,Dallas,Detroit,Rail,1129,1002.75,Fog,Moderate,Critical,2,1,0
SHP-003850,Supplier_D,San Antonio,Orlando,Rail,2256,9229.6,Clear,High,Low,6,12,1
SHP-003851,Supplier_O,Phoenix,Nashville,Air,2694,5706.3,Clear,High,Medium,4,3,0
SHP-003852,Supplier_X,San Antonio,Miami,Air,761,3669.07,Rain,Low,Medium,6,6,0
SHP-003853,Supplier_W,Houston,Orlando,Rail,2572,7577.56,Fog,Low,High,10,13,1
SHP-003854,Supplier_O,Los Angeles,Boston,Sea,2777,2610.79,Fog,Severe,High,9,9,0
SHP-003855,Supplier_K,San Diego,Detroit,Rail,2408,6950.42,Clear,Moderate,Critical,10,10,0
SHP-003856,Supplier_C,Philadelphia,Boston,Air,186,445.13,Clear,Low,Critical,12,11,0
SHP-003857,Supplier_J,Chicago,Boston,Road,2612,8402.11,Rain,Moderate,Medium,9,14,1
SHP-003858,Supplier_B,New York,Orlando,Sea,3042,4509.3,Rain,Severe,Critical,9,8,0
SHP-003859,Supplier_Z,San Diego,Miami,Air,2873,6385.09,Snow,High,Medium,9,11,1
SHP-003860,Supplier_W,Los Angeles,Atlanta,Sea,2604,2251.32,Clear,High,High,3,1,0
SHP-003861,Supplier_D,San Antonio,Boston,Sea,3410,6786.88,Fog,Low,Low,12,19,1
SHP-003862,Supplier_A,San Diego,Orlando,Road,1800,7733.79,Rain,High,Critical,11,15,1
SHP-003863,Supplier_K,Dallas,Detroit,Road,3770,4758.47,Storm,Moderate,Critical,14,13,0
SHP-003864,Supplier_U,Los Angeles,Boston,Road,2800,6196.38,Rain,High,Critical,9,9,0
SHP-003865,Supplier_D,Los Angeles,Denver,Air,3729,4590.44,Clear,Low,High,3,1,0
SHP-003866,Supplier_V,Chicago,Portland,Rail,4690,8946.21,Fog,Low,Medium,10,9,0
SHP-003867,Supplier_Z,San Antonio,Portland,Sea,1747,5003.8,Rain,Moderate,Low,3,2,0
SHP-003868,Supplier_F,San Antonio,Miami,Rail,3418,8426.0,Storm,Low,Critical,5,5,0
SHP-003869,Supplier_X,San Jose,Portland,Air,3787,8023.45,Fog,High,Critical,6,12,1
SHP-003870,Supplier_H,Los Angeles,Miami,Rail,696,4134.52,Rain,Severe,Medium,9,13,1
SHP-003871,Supplier_Q,Chicago,Portland,Rail,4645,2339.34,Rain,Moderate,Medium,1,1,0
SHP-003872,Supplier_F,Los Angeles,Miami,Rail,584,4090.52,Clear,High,Critical,8,14,1
SHP-003873,Supplier_R,Philadelphia,Detroit,Sea,745,8270.86,Clear,Moderate,Low,14,14,0
SHP-003874,Supplier_F,Houston,Portland,Sea,3189,2314.94,Clear,High,Medium,14,13,0
SHP-003875,Supplier_K,Philadelphia,Las Vegas,Road,4857,5268.14,Clear,High,High,4,3,0
SHP-003876,Supplier_R,Houston,Seattle,Road,4953,8070.66,Clear,High,Medium,10,10,0
SHP-003877,Supplier_N,San Jose,Nashville,Air,4484,3567.1,Clear,Moderate,Critical,7,6,0
SHP-003878,Supplier_O,San Antonio,Miami,Air,820,6439.99,Clear,Moderate,Critical,6,5,0
SHP-003879,Supplier_H,Los Angeles,Orlando,Sea,4833,2494.03,Clear,High,Critical,6,6,0
SHP-003880,Supplier_Z,Houston,Atlanta,Road,598,1137.33,Clear,Low,Medium,7,7,0
SHP-003881,Supplier_M,San Antonio,Boston,Air,4829,7954.12,Clear,High,High,4,2,0
SHP-003882,Supplier_U,San Diego,Orlando,Rail,1773,1034.74,Rain,Severe,Medium,6,10,1
SHP-003883,Supplier_F,Phoenix,Las Vegas,Sea,3167,2750.24,Rain,Moderate,Medium,3,3,0
SHP-003884,Supplier_F,San Jose,Detroit,Road,214,8558.34,Clear,High,Critical,5,3,0
SHP-003885,Supplier_U,San Jose,Atlanta,Road,3079,3497.37,Rain,High,Critical,13,11,0
SHP-003886,Supplier_V,Phoenix,Portland,Sea,4869,9731.8,Storm,Moderate,Low,13,11,0
SHP-003887,Supplier_N,San Antonio,Denver,Rail,1836,9798.36,Clear,Moderate,Critical,14,12,0
SHP-003888,Supplier_M,Philadelphia,Boston,Sea,3711,2719.35,Rain,High,Low,13,11,0
SHP-003889,Supplier_A,San Diego,Boston,Rail,2353,457.73,Fog,Moderate,High,2,2,0
SHP-003890,Supplier_X,San Jose,Boston,Air,2394,7065.38,Storm,Low,Critical,3,3,0
SHP-003891,Supplier_T,San Antonio,Portland,Sea,3730,4537.32,Clear,High,Medium,13,11,0
SHP-003892,Supplier_G,San Diego,Denver,Sea,246,1052.49,Rain,Moderate,Medium,9,7,0
SHP-003893,Supplier_O,Dallas,Seattle,Road,4082,7089.85,Clear,High,Low,6,8,1
SHP-003894,Supplier_S,Phoenix,Denver,Air,3553,360.19,Rain,Low,High,3,3,0
SHP-003895,Supplier_N,Chicago,Denver,Air,4607,8708.46,Fog,Low,High,2,1,0
SHP-003896,Supplier_M,San Diego,Orlando,Air,2510,1429.59,Rain,Severe,Medium,5,4,0
SHP-003897,Supplier_A,Los Angeles,Miami,Road,236,1316.75,Fog,Low,High,10,10,0
SHP-003898,Supplier_W,Los Angeles,Seattle,Rail,3460,1797.94,Clear,High,Low,14,18,1
SHP-003899,Supplier_G,Phoenix,Atlanta,Air,3105,9604.65,Fog,High,High,5,6,1
SHP-003900,Supplier_G,San Diego,Miami,Air,3652,6947.04,Rain,High,Low,1,1,0
SHP-003901,Supplier_I,San Diego,Denver,Road,118,8023.65,Clear,Low,Medium,3,3,0
SHP-003902,Supplier_Y,Houston,Las Vegas,Air,2342,4006.47,Rain,Moderate,Critical,7,6,0
SHP-003903,Supplier_W,Chicago,Portland,Road,548,3396.31,Clear,High,Medium,9,9,0
SHP-003904,Supplier_Z,New York,Orlando,Road,2048,2383.12,Clear,Moderate,Critical,5,3,0
SHP-003905,Supplier_Z,Los Angeles,Detroit,Sea,1045,4832.45,Storm,Moderate,Low,4,9,1
SHP-003906,Supplier_C,New York,Miami,Air,4336,5540.7,Clear,Moderate,High,3,3,0
SHP-003907,Supplier_S,Los Angeles,Las Vegas,Rail,2020,6336.16,Snow,Low,Critical,10,9,0
SHP-003908,Supplier_D,San Diego,Seattle,Road,3077,2608.33,Clear,High,Critical,13,18,1
SHP-003909,Supplier_Z,New York,Miami,Sea,4288,9489.11,Clear,High,High,9,8,0
SHP-003910,Supplier_R,Chicago,Boston,Rail,4115,1739.1,Fog,Severe,Low,14,15,1
SHP-003911,Supplier_F,San Antonio,Boston,Rail,338,9658.25,Clear,Moderate,High,7,7,0
SHP-003912,Supplier_L,San Jose,Miami,Rail,304,197.82,Rain,High,Medium,12,15,1
SHP-003913,Supplier_K,Philadelphia,Detroit,Road,2707,4837.2,Rain,Low,High,7,7,0
SHP-003914,Supplier_G,Chicago,Las Vegas,Rail,4440,3367.01,Rain,Moderate,Critical,14,12,0
SHP-003915,Supplier_O,Phoenix,Miami,Air,3488,4518.78,Fog,Moderate,Critical,13,11,0
SHP-003916,Supplier_D,San Jose,Orlando,Road,3072,5728.11,Rain,Severe,Low,8,6,0
SHP-003917,Supplier_I,San Jose,Seattle,Sea,4490,4384.11,Clear,High,Critical,10,14,1
SHP-003918,Supplier_V,Los Angeles,Detroit,Road,2787,4177.73,Storm,Severe,Critical,1,3,1
SHP-003919,Supplier_P,Los Angeles,Atlanta,Rail,4266,7340.6,Clear,High,Critical,11,11,0
SHP-003920,Supplier_Q,Dallas,Atlanta,Sea,1448,6874.47,Rain,High,High,4,5,1
SHP-003921,Supplier_U,San Diego,Las Vegas,Sea,4500,8341.05,Fog,Low,High,13,13,0
SHP-003922,Supplier_K,San Diego,Portland,Road,916,2537.09,Rain,High,High,13,16,1
SHP-003923,Supplier_T,Houston,Atlanta,Air,920,6114.81,Storm,Moderate,Medium,5,11,1
SHP-003924,Supplier_M,Phoenix,Las Vegas,Road,292,5872.69,Rain,Low,Critical,5,5,0
SHP-003925,Supplier_T,San Diego,Atlanta,Air,1876,3728.89,Storm,Low,Low,1,3,1
SHP-003926,Supplier_M,San Diego,Seattle,Road,3745,4886.27,Fog,Moderate,Low,3,1,0
SHP-003927,Supplier_S,Dallas,Seattle,Sea,4724,3172.13,Clear,Low,Medium,2,1,0
SHP-003928,Supplier_D,Phoenix,Detroit,Sea,350,1461.35,Clear,Moderate,High,12,11,0
SHP-003929,Supplier_L,Dallas,Orlando,Sea,1888,2177.32,Clear,Moderate,Medium,7,7,0
SHP-003930,Supplier_L,Philadelphia,Detroit,Air,3800,1099.86,Snow,Severe,Medium,13,17,1
SHP-003931,Supplier_O,Dallas,Nashville,Sea,2563,6846.54,Clear,High,Critical,14,14,0
SHP-003932,Supplier_T,Dallas,Atlanta,Sea,1267,6624.24,Clear,Moderate,Medium,5,3,0
SHP-003933,Supplier_F,New York,Nashville,Road,3993,9508.53,Clear,Low,Critical,3,8,1
SHP-003934,Supplier_V,New York,Boston,Sea,1196,7310.3,Fog,Low,Medium,11,15,1
SHP-003935,Supplier_W,San Antonio,Denver,Rail,2779,567.86,Rain,Low,Critical,8,8,0
SHP-003936,Supplier_Z,Los Angeles,Miami,Rail,1947,8848.24,Clear,Low,Medium,1,1,0
SHP-003937,Supplier_J,San Antonio,Detroit,Air,4004,8633.62,Clear,Severe,Medium,1,1,0
SHP-003938,Supplier_T,San Diego,Orlando,Rail,604,4461.04,Clear,Moderate,Low,14,13,0
SHP-003939,Supplier_S,Philadelphia,Detroit,Air,1721,5879.34,Clear,Low,Medium,6,8,1
SHP-003940,Supplier_C,San Antonio,Detroit,Rail,2572,9761.98,Clear,Low,Medium,1,1,0
SHP-003941,Supplier_V,San Diego,Nashville,Sea,2646,5346.43,Fog,Moderate,Medium,4,3,0
SHP-003942,Supplier_E,San Diego,Detroit,Rail,1487,9057.95,Fog,Moderate,Critical,6,7,1
SHP-003943,Supplier_K,New York,Portland,Air,3094,876.24,Clear,Low,Low,1,1,0
SHP-003944,Supplier_D,New York,Boston,Rail,3916,1950.97,Clear,Severe,Low,13,18,1
SHP-003945,Supplier_H,Chicago,Orlando,Rail,817,4435.51,Clear,Low,Low,9,9,0
SHP-003946,Supplier_J,Dallas,Miami,Air,3584,5868.33,Clear,Low,Critical,4,3,0
SHP-003947,Supplier_D,Phoenix,Denver,Rail,4534,8171.47,Clear,Low,High,9,7,0
SHP-003948,Supplier_F,Chicago,Detroit,Sea,758,9883.21,Clear,Moderate,Critical,9,9,0
SHP-003949,Supplier_L,San Diego,Miami,Sea,4108,3919.07,Clear,Low,Critical,13,11,0
SHP-003950,Supplier_W,San Antonio,Boston,Road,4624,521.79,Snow,Low,Low,6,10,1
SHP-003951,Supplier_E,Chicago,Denver,Sea,4334,8021.66,Snow,Low,Critical,13,13,0
SHP-003952,Supplier_Q,Phoenix,Orlando,Sea,3864,6063.59,Rain,Moderate,Low,7,6,0
SHP-003953,Supplier_M,San Antonio,Miami,Road,3089,2025.5,Clear,Low,Critical,13,13,0
SHP-003954,Supplier_N,San Diego,Atlanta,Road,4737,4973.54,Fog,Low,Medium,1,1,0
SHP-003955,Supplier_T,Los Angeles,Orlando,Sea,2204,7435.99,Fog,Moderate,Low,5,5,0
SHP-003956,Supplier_E,San Jose,Seattle,Sea,1355,7715.6,Clear,Low,High,3,2,0
SHP-003957,Supplier_S,San Diego,Detroit,Air,2582,5021.2,Clear,Moderate,Medium,10,8,0
SHP-003958,Supplier_M,Dallas,Las Vegas,Road,483,3086.88,Rain,Low,High,10,9,0
SHP-003959,Supplier_N,Dallas,Las Vegas,Air,2707,9738.74,Clear,Low,Low,13,11,0
SHP-003960,Supplier_F,San Jose,Orlando,Road,293,6650.46,Clear,Moderate,High,6,4,0
SHP-003961,Supplier_P,San Diego,Detroit,Rail,3907,4111.96,Rain,Low,High,4,4,0
SHP-003962,Supplier_U,San Diego,Seattle,Air,3819,2840.61,Rain,Low,Critical,13,13,0
SHP-003963,Supplier_R,Dallas,Nashville,Sea,2681,7324.47,Clear,Moderate,Medium,14,13,0
